artist,artist_genre_scrape,artist_lyric_scape,collaboration,song,song_genre_scrape,song_lyric_scrape,year
Mariah Carey,mariah+carey,mariahcarey,0,Obsessed,obsessed,obsessed,2009
Ne-Yo,ne-yo,ne-yo,0,Mad,mad,mad,2009
Cobra Starship Featuring Leighton Meester,cobra+starship,cobrastarship,1,Good Girls Go Bad,good+girls+go+bad,goodgirlsgobad,2009
Kanye West,kanye+west,kanyewest,0,Love Lockdown,love+lockdown,lovelockdown,2009
P!nk,p!nk,p!nk,0,So What,so+what,sowhat,2009
Pitbull,pitbull,pitbull,0,Hotel Room Service,hotel+room+service,hotelroomservice,2009
"Eminem, Dr. Dre & 50 Cent","eminem,+dr.+dre","eminem,dr.dre",1,Crack A Bottle,crack+a+bottle,crackabottle,2009
Beyonce,beyonce,beyonce,0,If I Were A Boy,if+i+were+a+boy,ifiwereaboy,2009
Keri Hilson Featuring Lil Wayne,keri+hilson,kerihilson,1,Turnin Me On,turnin+me+on,turninmeon,2009
The Pussycat Dolls,the+pussycat+dolls,thepussycatdolls,0,I Hate This Part,i+hate+this+part,ihatethispart,2009
Nickelback,nickelback,nickelback,0,Gotta Be Somebody,gotta+be+somebody,gottabesomebody,2009
P!nk,p!nk,p!nk,0,Please Don't Leave Me,please+don't+leave+me,pleasedon'tleaveme,2009
Lady Gaga,lady+gaga,ladygaga,0,Paparazzi,paparazzi,paparazzi,2009
Akon Featuring Colby O'Donis & Kardinal Offishall,akon,akon,1,Beautiful,beautiful,beautiful,2009
Coldplay,coldplay,coldplay,0,Viva La Vida,viva+la+vida,vivalavida,2009
Akon,akon,akon,0,Right Now (Na Na Na),right+now+(na+na+na),rightnow(nanana),2009
Jordin Sparks,jordin+sparks,jordinsparks,0,Battlefield,battlefield,battlefield,2009
Flo Rida Featuring Wynter,flo+rida,florida,1,Sugar,sugar,sugar,2009
Ne-Yo,ne-yo,ne-yo,0,Miss Independent,miss+independent,missindependent,2009
Owl City,owl+city,owlcity,0,Fireflies,fireflies,fireflies,2009
Linkin Park,linkin+park,linkinpark,0,New Divide,new+divide,newdivide,2009
Jay-Z + Alicia Keys,jay-z+++alicia+keys,jay-z+aliciakeys,0,Empire State Of Mind,empire+state+of+mind,empirestateofmind,2009
Daughtry,daughtry,daughtry,0,No Surprise,no+surprise,nosurprise,2009
Shakira,shakira,shakira,0,She Wolf,she+wolf,shewolf,2009
Mario Featuring Gucci Mane & Sean Garrett,mario,mario,1,Break Up,break+up,breakup,2009
Beyonce,beyonce,beyonce,0,Sweet Dreams,sweet+dreams,sweetdreams,2009
Young Money,young+money,youngmoney,0,Every Girl,every+girl,everygirl,2009
Colbie Caillat,colbie+caillat,colbiecaillat,0,Fallin' For You,fallin'+for+you,fallin'foryou,2009
The Veronicas,the+veronicas,theveronicas,0,Untouched,untouched,untouched,2009
Nickelback,nickelback,nickelback,0,If Today Was Your Last Day,if+today+was+your+last+day,iftodaywasyourlastday,2009
Fabolous Featuring The-Dream,fabolous,fabolous,1,Throw It In The Bag,throw+it+in+the+bag,throwitinthebag,2009
Boys Like Girls,boys+like+girls,boyslikegirls,0,Love Drunk,love+drunk,lovedrunk,2009
Asher Roth,asher+roth,asherroth,0,I Love College,i+love+college,ilovecollege,2009
Britney Spears,britney+spears,britneyspears,0,If U Seek Amy,if+u+seek+amy,ifuseekamy,2009
Jason Aldean,jason+aldean,jasonaldean,0,Big Green Tractor,big+green+tractor,biggreentractor,2009
Taylor Swift,taylor+swift,taylorswift,0,White Horse,white+horse,whitehorse,2009
Rihanna,rihanna,rihanna,0,Disturbia,disturbia,disturbia,2009
Green Day,green+day,greenday,0,21 Guns,21+guns,21guns,2009
Soulja Boy Tell'em,soulja+boy+tell'em,souljaboytell'em,0,Turn My Swag On,turn+my+swag+on,turnmyswagon,2009
The-Dream,the-dream,the-dream,0,Rockin' That Thang,rockin'+that+thang,rockin'thatthang,2009
Zac Brown Band,zac+brown+band,zacbrownband,0,Chicken Fried,chicken+fried,chickenfried,2009
Beyonce,beyonce,beyonce,0,Diva,diva,diva,2009
Iyaz,iyaz,iyaz,0,Replay,replay,replay,2009
Brad Paisley,brad+paisley,bradpaisley,0,Then,then,then,2009
Rob Thomas,rob+thomas,robthomas,0,Her Diamonds,her+diamonds,herdiamonds,2009
Jesse McCartney Featuring Ludacris,jesse+mccartney,jessemccartney,1,How Do You Sleep?,how+do+you+sleep?,howdoyousleep?,2009
Britney Spears,britney+spears,britneyspears,0,3,3,3,2009
"Drake Featuring Kanye West, Lil Wayne & Eminem",drake,drake,1,Forever,forever,forever,2009
Justin Bieber,justin+bieber,justinbieber,0,One Time,one+time,onetime,2009
Lady Antebellum,lady+antebellum,ladyantebellum,0,I Run To You,i+run+to+you,iruntoyou,2009
Kelly Clarkson,kelly+clarkson,kellyclarkson,0,I Do Not Hook Up,i+do+not+hook+up,idonothookup,2009
John Legend Featuring Andre 3000,john+legend,johnlegend,1,Green Light,green+light,greenlight,2009
Billy Currington,billy+currington,billycurrington,0,People Are Crazy,people+are+crazy,peoplearecrazy,2009
Zac Brown Band,zac+brown+band,zacbrownband,0,Whatever It Is,whatever+it+is,whateveritis,2009
Kelly Clarkson,kelly+clarkson,kellyclarkson,0,Already Gone,already+gone,alreadygone,2009
Kristinia DeBarge,kristinia+debarge,kristiniadebarge,0,Goodbye,goodbye,goodbye,2009
Michael Franti & Spearhead Featuring Cherine Anderson,michael+franti,michaelfranti,1,Say Hey (I Love You),say+hey+(i+love+you),sayhey(iloveyou),2009
Jim Jones & Ron Browz Featuring Juelz Santana,jim+jones,jimjones,1,Pop Champagne,pop+champagne,popchampagne,2009
Maxwell,maxwell,maxwell,0,Pretty Wings,pretty+wings,prettywings,2009
The Fray,the+fray,thefray,0,Never Say Never,never+say+never,neversaynever,2009
Flo Rida Featuring T-Pain,flo+rida,florida,1,Low,low,low,2008
Leona Lewis,leona+lewis,leonalewis,0,Bleeding Love,bleeding+love,bleedinglove,2008
Alicia Keys,alicia+keys,aliciakeys,0,No One,no+one,noone,2008
Lil Wayne Featuring Static Major,lil+wayne,lilwayne,1,Lollipop,lollipop,lollipop,2008
Timbaland Featuring OneRepublic,timbaland,timbaland,1,Apologize,apologize,apologize,2008
Jordin Sparks Duet With Chris Brown,jordin+sparks+duet+with+chris+brown,jordinsparksduetwithchrisbrown,0,No Air,no+air,noair,2008
Sara Bareilles,sara+bareilles,sarabareilles,0,Love Song,love+song,lovesong,2008
Usher Featuring Young Jeezy,usher,usher,1,Love In This Club,love+in+this+club,loveinthisclub,2008
Chris Brown,chris+brown,chrisbrown,0,With You,with+you,withyou,2008
Chris Brown,chris+brown,chrisbrown,0,Forever,forever,forever,2008
Ray J & Yung Berg,ray+j,rayj,1,Sexy Can I,sexy+can+i,sexycani,2008
Rihanna,rihanna,rihanna,0,Take A Bow,take+a+bow,takeabow,2008
Coldplay,coldplay,coldplay,0,Viva La Vida,viva+la+vida,vivalavida,2008
Katy Perry,katy+perry,katyperry,0,I Kissed A Girl,i+kissed+a+girl,ikissedagirl,2008
T.I.,t.i.,t.i.,0,Whatever You Like,whatever+you+like,whateveryoulike,2008
Rihanna,rihanna,rihanna,0,Disturbia,disturbia,disturbia,2008
Rihanna,rihanna,rihanna,0,Don't Stop The Music,don't+stop+the+music,don'tstopthemusic,2008
Natasha Bedingfield,natasha+bedingfield,natashabedingfield,0,Pocketful Of Sunshine,pocketful+of+sunshine,pocketfulofsunshine,2008
Chris Brown Featuring T-Pain,chris+brown,chrisbrown,1,Kiss Kiss,kiss+kiss,kisskiss,2008
Ne-Yo,ne-yo,ne-yo,0,Closer,closer,closer,2008
Colbie Caillat,colbie+caillat,colbiecaillat,0,Bubbly,bubbly,bubbly,2008
Mariah Carey,mariah+carey,mariahcarey,0,Touch My Body,touch+my+body,touchmybody,2008
Madonna Featuring Justin Timberlake & Timbaland,madonna,madonna,1,4 Minutes,4+minutes,4minutes,2008
P!nk,p!nk,p!nk,0,So What,so+what,sowhat,2008
Finger Eleven,finger+eleven,fingereleven,0,Paralyzer,paralyzer,paralyzer,2008
Fergie,fergie,fergie,0,Clumsy,clumsy,clumsy,2008
Jason Mraz,jason+mraz,jasonmraz,0,I'm Yours,i'm+yours,i'myours,2008
Jesse McCartney,jesse+mccartney,jessemccartney,0,Leavin',leavin',leavin',2008
Kardinal Offishall Featuring Akon,kardinal+offishall,kardinaloffishall,1,Dangerous,dangerous,dangerous,2008
Jordin Sparks,jordin+sparks,jordinsparks,0,Tattoo,tattoo,tattoo,2008
Miley Cyrus,miley+cyrus,mileycyrus,0,See You Again,see+you+again,seeyouagain,2008
Metro Station,metro+station,metrostation,0,Shake It,shake+it,shakeit,2008
OneRepublic,onerepublic,onerepublic,0,Stop And Stare,stop+and+stare,stopandstare,2008
Sean Kingston,sean+kingston,seankingston,0,Take You There,take+you+there,takeyouthere,2008
M.I.A.,m.i.a.,m.i.a.,0,Paper Planes,paper+planes,paperplanes,2008
Katy Perry,katy+perry,katyperry,0,Hot N Cold,hot+n+cold,hotncold,2008
T.I. Featuring Rihanna,t.i.,t.i.,1,Live Your Life,live+your+life,liveyourlife,2008
Plies Featuring Ne-Yo,plies,plies,1,Bust It Baby Part 2,bust+it+baby+part+2,bustitbabypart2,2008
Estelle Featuring Kanye West,estelle,estelle,1,American Boy,american+boy,americanboy,2008
Lil Wayne Featuring T-Pain,lil+wayne,lilwayne,1,Got Money,got+money,gotmoney,2008
Taylor Swift,taylor+swift,taylorswift,0,Our Song,our+song,oursong,2008
Danity Kane,danity+kane,danitykane,0,Damaged,damaged,damaged,2008
Lil Wayne,lil+wayne,lilwayne,0,A Milli,a+milli,amilli,2008
Buckcherry,buckcherry,buckcherry,0,Sorry,sorry,sorry,2008
Webbie Featuring Lil' Phat & Lil' Boosie,webbie,webbie,1,Independent,independent,independent,2008
T-Pain Featuring Lil Wayne,t-pain,t-pain,1,Can't Believe It,can't+believe+it,can'tbelieveit,2008
Alicia Keys,alicia+keys,aliciakeys,0,Like You'll Never See Me Again,like+you'll+never+see+me+again,likeyou'llneverseemeagain,2008
Taylor Swift,taylor+swift,taylorswift,0,Teardrops On My Guitar,teardrops+on+my+guitar,teardropsonmyguitar,2008
The Pussycat Dolls,the+pussycat+dolls,thepussycatdolls,0,When I Grow Up,when+i+grow+up,whenigrowup,2008
Snoop Dogg,snoop+dogg,snoopdogg,0,Sensual Seduction,sensual+seduction,sensualseduction,2008
Colby O'Donis Featuring Akon,colby+o'donis,colbyo'donis,1,What You Got,what+you+got,whatyougot,2008
3 Doors Down,3+doors+down,3doorsdown,0,It's Not My Time,it's+not+my+time,it'snotmytime,2008
Leona Lewis,leona+lewis,leonalewis,0,Better In Time,better+in+time,betterintime,2008
Soulja Boy Tell'em,soulja+boy+tell'em,souljaboytell'em,0,Crank That (Soulja Boy),crank+that+(soulja+boy),crankthat(souljaboy),2008
Linkin Park,linkin+park,linkinpark,0,Shadow Of The Day,shadow+of+the+day,shadowoftheday,2008
"Wyclef Jean Featuring Akon, Lil Wayne & Niia",wyclef+jean,wyclefjean,1,Sweetest Girl (Dollar Bill),sweetest+girl+(dollar+bill),sweetestgirl(dollarbill),2008
Ne-Yo,ne-yo,ne-yo,0,Miss Independent,miss+independent,missindependent,2008
Secondhand Serenade,secondhand+serenade,secondhandserenade,0,Fall For You,fall+for+you,fallforyou,2008
Flo Rida Featuring will.i.am,flo+rida,florida,1,In The Ayer,in+the+ayer,intheayer,2008
John Mayer,john+mayer,johnmayer,0,Say,say,say,2008
Jordin Sparks,jordin+sparks,jordinsparks,0,One Step At A Time,one+step+at+a+time,onestepatatime,2008
Rihanna Featuring Ne-Yo,rihanna,rihanna,1,Hate That I Love You,hate+that+i+love+you,hatethatiloveyou,2008
Lupe Fiasco Featuring Matthew Santos,lupe+fiasco,lupefiasco,1,Superstar,superstar,superstar,2008
J. Holiday,j.+holiday,j.holiday,0,Suffocate,suffocate,suffocate,2008
Kevin Rudolf Featuring Lil Wayne,kevin+rudolf,kevinrudolf,1,Let It Rock,let+it+rock,letitrock,2008
David Banner Featuring Chris Brown,david+banner,davidbanner,1,Get Like Me,get+like+me,getlikeme,2008
Colbie Caillat,colbie+caillat,colbiecaillat,0,Realize,realize,realize,2008
Young Jeezy Featuring Kanye West,young+jeezy,youngjeezy,1,Put On,put+on,puton,2008
David Cook,david+cook,davidcook,0,The Time Of My Life,the+time+of+my+life,thetimeofmylife,2008
"Three 6 Mafia Featuring Project Pat, Young D & Superpower",three+6+mafia,three6mafia,1,Lolli Lolli (Pop That Body),lolli+lolli+(pop+that+body),lollilolli(popthatbody),2008
Baby Bash Featuring T-Pain,baby+bash,babybash,1,Cyclone,cyclone,cyclone,2008
Natasha Bedingfield Featuring Sean Kingston,natasha+bedingfield,natashabedingfield,1,Love Like This,love+like+this,lovelikethis,2008
Jonas Brothers,jonas+brothers,jonasbrothers,0,Burnin' Up,burnin'+up,burnin'up,2008
Kanye West,kanye+west,kanyewest,0,Love Lockdown,love+lockdown,lovelockdown,2008
The-Dream,the-dream,the-dream,0,I Luv Your Girl,i+luv+your+girl,iluvyourgirl,2008
David Archuleta,david+archuleta,davidarchuleta,0,Crush,crush,crush,2008
Plies Featuring Akon,plies,plies,1,Hypnotized,hypnotized,hypnotized,2008
Fergie,fergie,fergie,0,Big Girls Don't Cry,big+girls+don't+cry,biggirlsdon'tcry,2008
Kanye West Featuring T-Pain,kanye+west,kanyewest,1,Good Life,good+life,goodlife,2008
Britney Spears,britney+spears,britneyspears,0,Womanizer,womanizer,womanizer,2008
Taylor Swift,taylor+swift,taylorswift,0,Love Story,love+story,lovestory,2008
Mary J. Blige,mary+j.+blige,maryj.blige,0,Just Fine,just+fine,justfine,2008
Britney Spears,britney+spears,britneyspears,0,Piece Of Me,piece+of+me,pieceofme,2008
Rick Ross Featuring T-Pain,rick+ross,rickross,1,The Boss,the+boss,theboss,2008
Kid Rock,kid+rock,kidrock,0,All Summer Long,all+summer+long,allsummerlong,2008
Trey Songz,trey+songz,treysongz,0,Can't Help But Wait,can't+help+but+wait,can'thelpbutwait,2008
Gavin DeGraw,gavin+degraw,gavindegraw,0,In Love With A Girl,in+love+with+a+girl,inlovewithagirl,2008
The Game Featuring Lil Wayne,the+game,thegame,1,My Life,my+life,mylife,2008
Keyshia Cole,keyshia+cole,keyshiacole,0,I Remember,i+remember,iremember,2008
Kanye West Featuring Dwele,kanye+west,kanyewest,1,Flashing Lights,flashing+lights,flashinglights,2008
Lil Wayne Featuring Bobby Valentino & Kidd Kidd,lil+wayne,lilwayne,1,Mrs. Officer,mrs.+officer,mrs.officer,2008
Miley Cyrus,miley+cyrus,mileycyrus,0,7 Things,7+things,7things,2008
Trace Adkins,trace+adkins,traceadkins,0,You're Gonna Miss This,you're+gonna+miss+this,you'regonnamissthis,2008
Gavin Rossdale,gavin+rossdale,gavinrossdale,0,Love Remains The Same,love+remains+the+same,loveremainsthesame,2008
Daughtry,daughtry,daughtry,0,Feels Like Tonight,feels+like+tonight,feelsliketonight,2008
Timbaland Featuring Keri Hilson,timbaland,timbaland,1,The Way I Are,the+way+i+are,thewayiare,2008
Saving Abel,saving+abel,savingabel,0,Addicted,addicted,addicted,2008
Santana Featuring Chad Kroeger,santana,santana,1,Into The Night,into+the+night,intothenight,2008
Keyshia Cole,keyshia+cole,keyshiacole,0,Heaven Sent,heaven+sent,heavensent,2008
2 Pistols Featuring T-Pain & Tay Dizm,2+pistols,2pistols,1,She Got It,she+got+it,shegotit,2008
Beyonce,beyonce,beyonce,0,Irreplaceable,irreplaceable,irreplaceable,2007
Rihanna Featuring Jay-Z,rihanna,rihanna,1,Umbrella,umbrella,umbrella,2007
Gwen Stefani Featuring Akon,gwen+stefani,gwenstefani,1,The Sweet Escape,the+sweet+escape,thesweetescape,2007
Fergie,fergie,fergie,0,Big Girls Don't Cry,big+girls+don't+cry,biggirlsdon'tcry,2007
T-Pain Featuring Yung Joc,t-pain,t-pain,1,Buy U A Drank (Shawty Snappin'),buy+u+a+drank+(shawty+snappin'),buyuadrank(shawtysnappin'),2007
Carrie Underwood,carrie+underwood,carrieunderwood,0,Before He Cheats,before+he+cheats,beforehecheats,2007
Plain White T's,plain+white+t's,plainwhitet's,0,Hey There Delilah,hey+there+delilah,heytheredelilah,2007
Akon Featuring Snoop Dogg,akon,akon,1,I Wanna Love You,i+wanna+love+you,iwannaloveyou,2007
Nelly Furtado,nelly+furtado,nellyfurtado,0,Say It Right,say+it+right,sayitright,2007
Fergie Featuring Ludacris,fergie,fergie,1,Glamorous,glamorous,glamorous,2007
Akon,akon,akon,0,Don't Matter,don't+matter,don'tmatter,2007
Avril Lavigne,avril+lavigne,avrillavigne,0,Girlfriend,girlfriend,girlfriend,2007
Maroon 5,maroon+5,maroon5,0,Makes Me Wonder,makes+me+wonder,makesmewonder,2007
Shop Boyz,shop+boyz,shopboyz,0,Party Like A Rockstar,party+like+a+rockstar,partylikearockstar,2007
Akon Featuring Eminem,akon,akon,1,Smack That,smack+that,smackthat,2007
Mims,mims,mims,0,This Is Why I'm Hot,this+is+why+i'm+hot,thisiswhyi'mhot,2007
Daughtry,daughtry,daughtry,0,It's Not Over,it's+not+over,it'snotover,2007
Timbaland Featuring Keri Hilson,timbaland,timbaland,1,The Way I Are,the+way+i+are,thewayiare,2007
Fergie,fergie,fergie,0,Fergalicious,fergalicious,fergalicious,2007
Soulja Boy Tell'em,soulja+boy+tell'em,souljaboytell'em,0,Crank That (Soulja Boy),crank+that+(soulja+boy),crankthat(souljaboy),2007
Timbaland Featuring Nelly Furtado & Justin Timberlake,timbaland,timbaland,1,Give It To Me,give+it+to+me,giveittome,2007
Justin Timberlake,justin+timberlake,justintimberlake,0,What Goes Around...Comes Around,what+goes+around...comes+around,whatgoesaround...comesaround,2007
Gym Class Heroes Featuring Patrick Stump,gym+class+heroes,gymclassheroes,1,Cupid's Chokehold/Breakfast In America,cupid's+chokehold/breakfast+in+america,cupid'schokehold/breakfastinamerica,2007
The Fray,the+fray,thefray,0,How To Save A Life,how+to+save+a+life,howtosavealife,2007
Daughtry,daughtry,daughtry,0,Home,home,home,2007
Justin Timberlake Featuring T.I.,justin+timberlake,justintimberlake,1,My Love,my+love,mylove,2007
Kanye West,kanye+west,kanyewest,0,Stronger,stronger,stronger,2007
Jim Jones,jim+jones,jimjones,0,We Fly High,we+fly+high,weflyhigh,2007
P!nk,p!nk,p!nk,0,U + Ur Hand,u+++ur+hand,u+urhand,2007
Unk,unk,unk,0,Walk It Out,walk+it+out,walkitout,2007
Sean Kingston,sean+kingston,seankingston,0,Beautiful Girls,beautiful+girls,beautifulgirls,2007
Fall Out Boy,fall+out+boy,falloutboy,0,"This Ain't A Scene, It's An Arms Race","this+ain't+a+scene,+it's+an+arms+race","thisain'tascene,it'sanarmsrace",2007
T-Pain Featuring Akon,t-pain,t-pain,1,Bartender,bartender,bartender,2007
Huey,huey,huey,0,"Pop, Lock & Drop It","pop,+lock+&+drop+it","pop,lock&dropit",2007
Ludacris Featuring Mary J. Blige,ludacris,ludacris,1,Runaway Love,runaway+love,runawaylove,2007
Nickelback,nickelback,nickelback,0,Rockstar,rockstar,rockstar,2007
Fall Out Boy,fall+out+boy,falloutboy,0,Thnks Fr Th Mmrs,thnks+fr+th+mmrs,thnksfrthmmrs,2007
Linkin Park,linkin+park,linkinpark,0,What I've Done,what+i've+done,whati'vedone,2007
Justin Timberlake,justin+timberlake,justintimberlake,0,Summer Love,summer+love,summerlove,2007
Lloyd Featuring Lil Wayne,lloyd,lloyd,1,You,you,you,2007
Elliott Yamin,elliott+yamin,elliottyamin,0,Wait For You,wait+for+you,waitforyou,2007
Diddy Featuring Keyshia Cole,diddy,diddy,1,Last Night,last+night,lastnight,2007
Fat Joe Featuring Lil Wayne,fat+joe,fatjoe,1,Make It Rain,make+it+rain,makeitrain,2007
Fabolous Featuring Ne-Yo,fabolous,fabolous,1,Make Me Better,make+me+better,makemebetter,2007
Omarion,omarion,omarion,0,Ice Box,ice+box,icebox,2007
Hinder,hinder,hinder,0,Lips Of An Angel,lips+of+an+angel,lipsofanangel,2007
John Mayer,john+mayer,johnmayer,0,Waiting On The World To Change,waiting+on+the+world+to+change,waitingontheworldtochange,2007
Robin Thicke,robin+thicke,robinthicke,0,Lost Without U,lost+without+u,lostwithoutu,2007
R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),r.+kelly+or+bow+wow+(,r.kellyorbowwow(,1,I'm A Flirt,i'm+a+flirt,i'maflirt,2007
Nickelback,nickelback,nickelback,0,If Everyone Cared,if+everyone+cared,ifeveryonecared,2007
Lloyd,lloyd,lloyd,0,Get It Shawty,get+it+shawty,getitshawty,2007
The Red Jumpsuit Apparatus,the+red+jumpsuit+apparatus,theredjumpsuitapparatus,0,Face Down,face+down,facedown,2007
Baby Boy Da Prince Featuring Lil Boosie,baby+boy+da+prince,babyboydaprince,1,The Way I Live,the+way+i+live,thewayilive,2007
Bow Wow Featuring Chris Brown & Johnta Austin,bow+wow,bowwow,1,Shortie Like Mine,shortie+like+mine,shortielikemine,2007
The All-American Rejects,the+all-american+rejects,theall-americanrejects,0,It Ends Tonight,it+ends+tonight,itendstonight,2007
Hurricane Chris,hurricane+chris,hurricanechris,0,A Bay Bay,a+bay+bay,abaybay,2007
Ne-Yo,ne-yo,ne-yo,0,Because Of You,because+of+you,becauseofyou,2007
Bone Thugs-N-Harmony Featuring Akon,bone+thugs-n-harmony,bonethugs-n-harmony,1,I Tried,i+tried,itried,2007
My Chemical Romance,my+chemical+romance,mychemicalromance,0,Welcome To The Black Parade,welcome+to+the+black+parade,welcometotheblackparade,2007
Plies Featuring T-Pain,plies,plies,1,Shawty,shawty,shawty,2007
Snow Patrol,snow+patrol,snowpatrol,0,Chasing Cars,chasing+cars,chasingcars,2007
Beyonce & Shakira,beyonce,beyonce,1,Beautiful Liar,beautiful+liar,beautifulliar,2007
Justin Timberlake,justin+timberlake,justintimberlake,0,SexyBack,sexyback,sexyback,2007
Avril Lavigne,avril+lavigne,avrillavigne,0,Keep Holding On,keep+holding+on,keepholdingon,2007
Keyshia Cole Featuring Missy Elliott & Lil Kim,keyshia+cole,keyshiacole,1,Let It Go,let+it+go,letitgo,2007
Timbaland Featuring OneRepublic,timbaland,timbaland,1,Apologize,apologize,apologize,2007
Colbie Caillat,colbie+caillat,colbiecaillat,0,Bubbly,bubbly,bubbly,2007
Ciara,ciara,ciara,0,Like A Boy,like+a+boy,likeaboy,2007
P!nk,p!nk,p!nk,0,Who Knew,who+knew,whoknew,2007
Kelly Clarkson,kelly+clarkson,kellyclarkson,0,Never Again,never+again,neveragain,2007
Ciara,ciara,ciara,0,Promise,promise,promise,2007
J. Holiday,j.+holiday,j.holiday,0,Bed,bed,bed,2007
Rich Boy Featuring Polow Da Don,rich+boy,richboy,1,Throw Some D's,throw+some+d's,throwsomed's,2007
Amy Winehouse,amy+winehouse,amywinehouse,0,Rehab,rehab,rehab,2007
T.I.,t.i.,t.i.,0,Big Things Poppin' (Do It),big+things+poppin'+(do+it),bigthingspoppin'(doit),2007
Alicia Keys,alicia+keys,aliciakeys,0,No One,no+one,noone,2007
Boys Like Girls,boys+like+girls,boyslikegirls,0,The Great Escape,the+great+escape,thegreatescape,2007
Unk,unk,unk,0,2 Step,2+step,2step,2007
Paula DeAnda Featuring The DEY,paula+deanda,pauladeanda,1,Walk Away (Remember Me),walk+away+(remember+me),walkaway(rememberme),2007
Young Jeezy Featuring R. Kelly,young+jeezy,youngjeezy,1,Go Getta,go+getta,gogetta,2007
Hellogoodbye,hellogoodbye,hellogoodbye,0,Here (In Your Arms),here+(in+your+arms),here(inyourarms),2007
Pretty Ricky,pretty+ricky,prettyricky,0,On The Hotline,on+the+hotline,onthehotline,2007
Gwen Stefani,gwen+stefani,gwenstefani,0,Wind It Up,wind+it+up,winditup,2007
Baby Bash Featuring T-Pain,baby+bash,babybash,1,Cyclone,cyclone,cyclone,2007
Rihanna & Sean Paul,rihanna,rihanna,1,Break It Off,break+it+off,breakitoff,2007
Lifehouse,lifehouse,lifehouse,0,First Time,first+time,firsttime,2007
50 Cent Featuring Justin Timberlake & Timbaland,50+cent,50cent,1,Ayo Technology,ayo+technology,ayotechnology,2007
Bow Wow Featuring T-Pain & Johnta Austin,bow+wow,bowwow,1,Outta My System,outta+my+system,outtamysystem,2007
Taylor Swift,taylor+swift,taylorswift,0,Teardrops On My Guitar,teardrops+on+my+guitar,teardropsonmyguitar,2007
Rihanna,rihanna,rihanna,0,Shut Up And Drive,shut+up+and+drive,shutupanddrive,2007
Red Hot Chili Peppers,red+hot+chili+peppers,redhotchilipeppers,0,Snow ((Hey Oh)),snow+((hey+oh)),snow((heyoh)),2007
Ludacris Featuring Pharrell,ludacris,ludacris,1,Money Maker,money+maker,moneymaker,2007
Chris Brown Featuring T-Pain,chris+brown,chrisbrown,1,Kiss Kiss,kiss+kiss,kisskiss,2007
Nickelback,nickelback,nickelback,0,Far Away,far+away,faraway,2007
Crime Mob Featuring Lil Scrappy,crime+mob,crimemob,1,Rock Yo Hips,rock+yo+hips,rockyohips,2007
Justin Timberlake,justin+timberlake,justintimberlake,0,LoveStoned,lovestoned,lovestoned,2007
Hinder,hinder,hinder,0,Better Than Me,better+than+me,betterthanme,2007
Finger Eleven,finger+eleven,fingereleven,0,Paralyzer,paralyzer,paralyzer,2007
Snoop Dogg Featuring R. Kelly,snoop+dogg,snoopdogg,1,That's That,that's+that,that'sthat,2007
R. Kelly Duet With Usher,r.+kelly+duet+with+usher,r.kellyduetwithusher,0,Same Girl,same+girl,samegirl,2007
Daniel Powter,daniel+powter,danielpowter,0,Bad Day,bad+day,badday,2006
Sean Paul,sean+paul,seanpaul,0,Temperature,temperature,temperature,2006
Nelly Furtado Featuring Timbaland,nelly+furtado,nellyfurtado,1,Promiscuous,promiscuous,promiscuous,2006
James Blunt,james+blunt,jamesblunt,0,You're Beautiful,you're+beautiful,you'rebeautiful,2006
Shakira Featuring Wyclef Jean,shakira,shakira,1,Hips Don't Lie,hips+don't+lie,hipsdon'tlie,2006
Natasha Bedingfield,natasha+bedingfield,natashabedingfield,0,Unwritten,unwritten,unwritten,2006
Gnarls Barkley,gnarls+barkley,gnarlsbarkley,0,Crazy,crazy,crazy,2006
Chamillionaire Featuring Krayzie Bone,chamillionaire,chamillionaire,1,Ridin',ridin',ridin',2006
Justin Timberlake,justin+timberlake,justintimberlake,0,SexyBack,sexyback,sexyback,2006
Beyonce Featuring Slim Thug,beyonce,beyonce,1,Check On It,check+on+it,checkonit,2006
Mary J. Blige,mary+j.+blige,maryj.blige,0,Be Without You,be+without+you,bewithoutyou,2006
"Nelly Featuring Paul Wall, Ali & Gipp",nelly,nelly,1,Grillz,grillz,grillz,2006
The Fray,the+fray,thefray,0,Over My Head (Cable Car),over+my+head+(cable+car),overmyhead(cablecar),2006
Cassie,cassie,cassie,0,Me & U,me+&+u,me&u,2006
The Pussycat Dolls Featuring Snoop Dogg,the+pussycat+dolls,thepussycatdolls,1,Buttons,buttons,buttons,2006
Chris Brown,chris+brown,chrisbrown,0,Run It!,run+it!,runit!,2006
Ne-Yo,ne-yo,ne-yo,0,So Sick,so+sick,sosick,2006
Yung Joc,yung+joc,yungjoc,0,It's Goin' Down,it's+goin'+down,it'sgoin'down,2006
Rihanna,rihanna,rihanna,0,SOS,sos,sos,2006
Panic! At The Disco,panic!+at+the+disco,panic!atthedisco,0,I Write Sins Not Tragedies,i+write+sins+not+tragedies,iwritesinsnottragedies,2006
The All-American Rejects,the+all-american+rejects,theall-americanrejects,0,Move Along,move+along,movealong,2006
Fergie,fergie,fergie,0,London Bridge,london+bridge,londonbridge,2006
